code,day,id,avg_num_coders,num_codes,used_on_lines,percent
83,2012-10-30,207365,4.7500,8,8,22.41071250
83,2012-11-03,49008,2.7273,11,11,39.69695455
83,2012-11-04,385539,3.0000,3,3,36.11110000
83,2012-11-10,385771,2.4000,5,5,43.33332000
83,2012-11-11,66202,2.0000,4,4,50.00000000
83,2012-11-12,385702,3.0000,4,4,35.41665000
83,2012-11-13,66142,4.0000,14,14,26.90475000
83,2012-11-14,66349,3.0000,12,12,36.38887500
83,2012-11-16,66208,2.3333,21,21,45.39681905
83,2012-11-17,386898,2.0000,3,3,50.00000000
83,2012-11-18,243915,3.0000,2,2,37.50000000
83,2012-11-20,236590,3.6667,15,15,27.77776667
83,2012-11-26,255441,3.4000,5,5,29.99998000
83,2012-11-27,6563,2.0000,1,1,50.00000000
83,2012-11-30,66236,4.1905,21,21,25.55555714
83,2012-12-02,67105,4.7500,4,4,21.25000000
83,2012-12-04,333105,4.0000,6,6,25.00000000
83,2012-12-10,307061,3.0000,1,1,33.33330000
83,2013-01-03,125782,2.4516,31,31,44.08601613
83,2013-01-07,126143,2.5000,4,4,41.66665000
83,2013-01-10,126287,2.5000,2,2,41.66665000
83,2013-01-11,126374,2.2500,8,8,45.83332500
83,2013-01-14,3647,2.8571,7,7,38.09522857
83,2013-01-15,3847,2.2500,24,24,45.83332500
83,2013-01-17,57702,2.4000,10,10,43.33332000
83,2013-01-19,57965,3.0000,4,4,35.41665000
83,2013-01-21,58015,2.0000,6,6,50.00000000
83,2013-01-22,58048,2.8966,29,29,38.91624138
83,2013-01-23,14006,2.4545,22,22,42.42422727
83,2013-01-24,125769,3.5000,2,2,29.16665000
83,2013-01-25,58970,2.7692,13,13,37.17946154
83,2013-01-26,59215,3.0000,2,2,33.33330000
83,2013-01-28,59260,2.8621,29,29,37.06894828
83,2013-02-04,123764,2.7692,26,26,37.49997692
83,2013-02-05,255541,5.0000,1,1,20.00000000
83,2013-02-11,333659,3.2727,11,11,31.06058182
83,2013-02-12,124030,2.7143,7,7,42.14285714
73,2012-03-28,162018,2.0000,1,1,50.00000000
73,2012-03-29,162018,5.0625,57,16,77.25694375
73,2012-04-02,33756,4.0952,32,21,36.74602381
73,2012-04-03,34070,3.4474,54,38,43.20174737
73,2012-04-05,13914,3.1771,129,96,46.54513542
73,2012-04-09,19600,2.3429,94,70,59.76190000
73,2012-04-10,18409,2.5263,42,38,45.78946579
73,2012-04-11,2791,2.0000,10,10,50.00000000
73,2012-04-12,117992,4.1765,51,51,25.42483333
73,2012-04-16,118215,4.6182,55,55,24.82105636
73,2012-04-17,118457,4.7692,13,13,23.85530769
73,2012-04-19,118605,4.3469,49,49,26.68041429
73,2012-04-20,85885,4.0000,1,1,25.00000000
73,2012-04-21,86173,3.4000,5,5,29.99998000
73,2012-04-23,86610,4.1250,48,48,26.36407500
73,2012-04-24,87325,4.4643,28,28,25.79930714
73,2012-04-25,177456,3.0000,6,6,33.33330000
73,2012-04-26,119249,3.6667,15,15,29.62960667
73,2012-04-30,100535,4.7083,24,24,23.87400000
73,2012-05-01,70319,3.8889,9,9,28.14813333
73,2012-05-06,119793,6.0000,2,2,16.66670000
73,2012-05-07,41050,3.7042,71,71,28.51105070
73,2012-05-08,217472,3.0000,24,24,33.33330000
73,2012-05-10,10,3.1250,8,8,33.33331250
73,2012-05-11,21,3.0000,3,3,33.33330000
73,2012-05-13,41334,3.2500,4,4,31.24997500
73,2012-05-14,200,4.4561,60,57,27.13252105
73,2012-05-15,41047,7.2683,43,41,16.73039268
73,2012-05-16,42129,3.3000,10,10,30.83331000
73,2012-05-17,42019,4.7407,55,54,22.86595741
73,2012-05-18,324845,4.7500,64,64,21.84896406
73,2012-05-21,41879,4.6667,69,69,26.07543478
73,2012-05-22,42964,3.0250,40,40,33.74997250
73,2012-05-23,43367,3.0000,1,1,33.33330000
73,2012-05-29,43533,3.1538,13,13,32.05125385
73,2012-05-30,142281,3.2917,25,24,31.94442083
73,2012-09-27,206672,11.5000,2,2,9.12700000
73,2012-09-28,206669,8.5385,14,13,23.80126923
73,2012-10-01,206916,4.0000,4,4,27.08332500
73,2012-10-02,206710,8.1429,14,14,14.87651429
73,2012-10-04,78420,3.2727,11,11,31.81816364
73,2012-10-05,132546,3.0000,4,4,33.33330000
73,2012-10-06,132832,2.8000,5,5,36.66664000
73,2012-10-08,46872,4.5000,5,4,33.57142500
73,2012-10-09,46925,3.0909,11,11,33.33330909
73,2012-10-10,78454,3.8182,22,22,32.81384091
73,2012-10-13,133596,3.0000,2,2,33.33330000
73,2012-10-14,46898,5.1500,20,20,19.76190500
73,2012-10-15,47296,3.3000,30,30,33.80950667
73,2012-10-16,2623,3.0000,10,10,35.83332000
73,2012-10-21,133824,2.9333,15,15,37.77777333
73,2012-10-22,134209,2.6000,5,5,39.99998000
73,2012-10-24,305360,2.0000,2,2,50.00000000
73,2012-10-26,161748,3.0000,2,2,33.33330000
73,2012-10-27,162267,7.0000,1,1,14.28570000
73,2012-10-29,162322,7.5000,2,2,13.39285000
73,2012-10-30,207519,6.0000,1,1,16.66670000
73,2012-11-03,48976,3.1053,19,19,33.77191053
73,2012-11-04,385544,3.4286,14,14,30.95237143
73,2012-11-06,66146,3.0000,1,1,33.33330000
73,2012-11-10,385791,3.2000,10,10,33.33332000
73,2012-11-11,66228,2.0000,1,1,50.00000000
73,2012-11-12,386225,4.0000,1,1,25.00000000
73,2012-11-13,66146,6.0000,6,5,20.19048000
73,2012-11-14,386317,3.2857,7,7,30.95235714
73,2012-11-17,386790,3.1176,17,17,34.31371176
73,2012-11-18,243929,3.0000,2,2,33.33330000
73,2012-11-20,236713,3.2500,4,4,31.24997500
73,2012-11-27,6306,3.5714,7,7,31.42855714
73,2012-11-30,66295,5.3846,13,13,18.79121538
73,2012-12-02,67170,5.0000,10,10,20.00000000
73,2012-12-04,333081,3.6667,12,12,28.33331667
73,2012-12-10,307034,3.0000,1,1,33.33330000
73,2013-01-03,125795,3.7778,18,18,31.30951667
73,2013-01-07,126102,2.5000,2,2,41.66665000
73,2013-01-11,3569,3.1667,6,6,37.22221667
73,2013-01-14,3668,3.0000,5,5,36.66666000
73,2013-01-15,3903,2.8333,12,12,36.80553333
73,2013-01-17,57695,3.0000,1,1,33.33330000
73,2013-01-19,57961,2.7500,4,4,39.58332500
73,2013-01-22,58065,3.2000,10,10,32.49998000
73,2013-01-23,14331,3.0000,1,1,33.33330000
73,2013-01-25,58988,3.6000,5,5,30.00000000
73,2013-01-26,59224,3.0000,1,1,33.33330000
73,2013-01-28,59233,3.4545,11,11,30.60604545
73,2013-02-04,123833,3.2400,25,25,31.46664000
73,2013-02-10,255924,3.0000,4,4,33.33330000
73,2013-02-11,333739,4.3750,16,16,23.75000000
73,2013-02-12,124005,3.5000,12,12,29.72220000
96,2012-03-29,162251,4.0000,26,9,72.22222222
96,2012-04-02,33751,3.3273,81,55,46.09091273
96,2012-04-03,34105,3.2800,54,25,67.73333600
96,2012-04-05,19320,2.6441,95,59,63.27683220
96,2012-04-09,19609,2.1296,71,54,63.27160185
96,2012-04-10,18403,2.0746,82,67,59.70149104
96,2012-04-12,118014,3.7568,37,37,27.74773514
96,2012-04-16,118150,4.4898,49,49,24.82021020
96,2012-04-17,118435,4.9000,30,30,22.93386333
96,2012-04-19,85680,2.9737,40,38,40.90225263
96,2012-04-20,85883,2.0000,11,11,50.00000000
96,2012-04-21,86143,2.0000,12,12,50.00000000
96,2012-04-23,86634,2.6087,46,46,42.86231739
96,2012-04-24,87302,2.7568,37,37,40.81080541
96,2012-04-25,177397,2.0000,25,25,50.00000000
96,2012-04-26,119187,2.5455,11,11,42.42423636
96,2012-04-30,119261,3.7500,20,20,31.00000000
96,2012-05-01,70303,3.1818,11,11,34.39392727
96,2012-05-06,119694,4.5714,7,7,23.94557143
96,2012-05-07,41051,2.7895,38,38,39.27943421
96,2012-05-08,217412,2.0000,5,5,50.00000000
96,2012-05-09,41271,3.0000,1,1,33.33330000
96,2012-05-13,41308,2.1429,14,14,47.61904286
96,2012-05-14,742,2.5517,29,29,44.31034483
96,2012-05-15,41838,2.8000,5,5,38.33332000
96,2012-05-16,42156,2.2500,16,16,46.87500000
96,2012-05-17,42213,3.7368,23,19,35.61403158
96,2012-05-18,324845,3.0000,2,2,37.50000000
96,2012-05-21,42653,2.1875,16,16,46.87499375
96,2012-05-22,42974,2.7222,18,18,40.74073889
96,2012-05-23,43265,2.3333,3,3,44.44443333
96,2012-05-29,43412,2.2727,11,11,45.45453636
96,2012-05-30,293812,2.0000,4,4,50.00000000
96,2012-09-27,206689,7.4000,6,5,17.87180000
96,2012-09-28,206673,12.5000,19,16,10.02425000
96,2012-10-02,206731,5.8182,11,11,23.47040909
96,2012-10-04,78478,2.5909,22,22,40.15149545
96,2012-10-06,132815,2.5000,2,2,41.66665000
96,2012-10-10,78616,2.7333,15,15,39.66665333
96,2012-10-15,79035,2.7143,14,14,41.54761429
96,2012-10-16,133675,2.8571,7,7,42.51700000
96,2012-10-21,133911,2.2500,4,4,45.83332500
96,2012-10-22,134197,2.0000,1,1,50.00000000
96,2012-10-24,305188,2.0000,6,6,50.00000000
96,2012-10-26,161756,3.1905,21,21,38.66212857
96,2012-10-27,162174,5.6667,9,9,18.62435556
96,2012-10-29,162331,6.0000,2,2,16.66670000
96,2012-10-30,207382,3.7500,4,4,31.25000000
96,2012-11-03,49304,2.6667,3,3,41.66666667
96,2012-11-04,385595,2.3750,8,8,44.79166250
96,2012-11-10,385778,2.4545,11,11,43.93939091
96,2012-11-11,66198,2.0000,3,3,50.00000000
96,2012-11-14,66263,3.2000,10,10,33.66665000
96,2012-11-16,66605,2.2000,10,10,46.66666000
96,2012-11-17,386775,2.6190,21,21,40.47617619
96,2012-11-20,236551,3.3529,17,17,30.88232941
96,2012-12-04,333056,3.3333,24,24,30.55553333
96,2012-12-10,307064,3.0000,7,7,33.33330000
96,2013-01-03,125727,2.3636,33,33,45.20201515
96,2013-01-07,126035,2.0000,12,12,50.00000000
96,2013-01-08,126265,2.0000,3,3,50.00000000
96,2013-01-10,126296,2.0000,4,4,50.00000000
96,2013-01-11,126358,2.0952,21,21,48.41269524
96,2013-01-14,3583,2.8750,8,8,38.95832500
96,2013-01-15,3908,2.1667,6,6,47.22221667
96,2013-01-17,57706,2.0667,15,15,48.88888667
96,2013-01-19,333598,4.0000,2,2,25.00000000
96,2013-01-21,58042,2.0000,1,1,50.00000000
96,2013-01-22,58069,2.3243,37,37,45.49548919
96,2013-01-23,14057,2.0833,24,24,48.61110833
96,2013-01-24,125849,2.4286,14,14,42.85712857
96,2013-01-25,58966,2.5556,18,18,41.66665556
96,2013-01-28,59309,2.6250,48,48,39.93053750
96,2013-02-04,123664,2.0909,22,22,48.48484545
96,2013-02-05,255526,3.0000,1,1,33.33330000
96,2013-02-10,255855,2.0000,4,4,50.00000000
96,2013-02-11,333624,3.3636,11,11,30.30300909
96,2013-02-12,124097,2.0000,4,4,50.00000000
94,2012-03-29,162038,4.3571,46,14,77.26190714
94,2012-04-02,33728,3.4310,78,58,39.31033103
94,2012-04-03,34103,3.4167,17,12,45.41666667
94,2012-04-05,19389,3.0294,43,34,44.60783529
94,2012-04-09,19727,2.3684,22,19,50.87718421
94,2012-04-10,18454,2.4000,38,35,47.14285143
94,2012-04-11,2706,2.0000,2,2,50.00000000
94,2012-04-12,118017,3.7778,9,9,28.14813333
94,2012-04-16,118199,4.7500,8,8,23.36308750
94,2012-04-17,118460,4.5455,11,11,26.70993636
94,2012-04-19,85752,4.0000,10,10,28.09522000
94,2012-04-21,86236,3.1250,8,8,32.29163750
94,2012-04-23,86621,3.9091,11,11,28.57140909
94,2012-04-24,87443,2.9167,12,12,36.11109167
94,2012-04-25,177413,2.2500,4,4,45.83332500
94,2012-04-26,119226,4.5000,2,2,25.00000000
94,2012-04-30,119368,3.0000,12,12,34.99997500
94,2012-05-01,119544,3.5000,12,12,29.44442500
94,2012-05-07,41213,3.6923,13,13,30.90656923
94,2012-05-08,217607,3.0000,5,5,33.33330000
94,2012-05-10,376545,2.8182,11,11,36.36360909
94,2012-05-13,41391,4.0000,1,1,25.00000000
94,2012-05-14,826,3.8125,16,16,28.50692500
94,2012-05-15,41111,6.1875,17,16,18.56399375
94,2012-05-16,42295,3.5000,2,2,29.16665000
94,2012-05-17,41954,3.7500,20,20,29.08333000
94,2012-05-18,324856,3.0000,3,3,33.33330000
94,2012-05-19,405228,3.0000,2,2,33.33330000
94,2012-05-21,42027,4.2222,18,18,27.25747222
94,2012-05-22,43176,2.5000,8,8,41.66665000
94,2012-05-30,142484,3.0000,10,10,33.33330000
94,2012-09-27,206677,7.6000,16,10,20.85902000
94,2012-09-28,206677,12.2353,23,17,11.30532941
94,2012-10-01,206690,8.5000,2,2,20.23810000
94,2012-10-02,206677,7.0476,22,21,20.92660476
94,2012-10-04,78556,2.8571,7,7,38.09522857
94,2012-10-05,132485,2.4615,13,13,42.30767692
94,2012-10-06,132736,3.0000,8,8,34.37497500
94,2012-10-08,132485,6.0000,3,3,17.85713333
94,2012-10-09,47133,3.8889,9,9,34.10492222
94,2012-10-10,133046,2.8030,66,66,39.04039394
94,2012-10-13,133605,4.2000,5,5,41.53846000
94,2012-10-14,46888,4.3333,9,9,24.73544444
94,2012-10-15,47568,3.3750,17,16,39.54612500
94,2012-10-16,2580,3.0857,35,35,36.42856286
94,2012-10-17,207293,6.0000,1,1,16.66670000
94,2012-10-21,133789,3.2000,30,30,33.55554000
94,2012-10-22,134205,2.8235,17,17,39.21567647
94,2012-10-24,305287,2.2000,5,5,46.66666000
94,2012-10-26,161728,5.4474,38,38,23.59135526
94,2012-10-27,162183,7.4545,11,11,14.64646364
94,2012-10-29,162280,7.1250,8,8,14.80656250
94,2012-10-30,207373,5.1667,6,6,19.72223333
94,2012-11-03,48974,4.5789,38,38,27.29531053
94,2012-11-04,385514,3.6667,33,33,31.81817576
94,2012-11-10,385766,3.0526,19,19,34.82454211
94,2012-11-13,243749,3.5714,14,14,28.80950714
94,2012-11-14,66482,4.2000,35,35,24.76189714
94,2012-11-16,66753,2.2500,4,4,45.83332500
94,2012-11-17,386760,2.9200,25,25,38.93333200
94,2012-11-18,243931,3.0000,5,5,33.33330000
94,2012-11-20,236627,3.3226,62,62,30.69890161
94,2012-11-26,255418,3.0755,53,53,32.70437170
94,2012-11-30,66519,5.0000,3,3,26.98413333
94,2012-12-02,67157,5.3333,3,3,18.88890000
94,2012-12-04,333057,3.4167,12,12,30.13886667
94,2013-01-03,125737,2.3333,3,3,44.44443333
94,2013-01-07,126119,2.2500,4,4,45.83332500
94,2013-01-11,126579,2.2500,4,4,45.83332500
94,2013-01-14,3636,3.0000,3,3,33.33330000
94,2013-01-15,3912,2.5000,6,6,41.66665000
94,2013-01-16,57689,2.0000,1,1,50.00000000
94,2013-01-17,57764,2.5000,2,2,41.66665000
94,2013-01-21,334188,2.0000,1,1,50.00000000
94,2013-01-22,58052,2.9524,21,21,38.88888095
94,2013-01-23,13994,2.7273,11,11,39.39392727
94,2013-01-24,125777,2.0000,2,2,50.00000000
94,2013-01-25,59007,3.0000,6,6,36.66665000
94,2013-01-28,59460,2.7826,23,23,38.04346087
94,2013-01-29,255488,4.0000,3,3,25.00000000
94,2013-02-04,255459,3.1429,28,28,32.44044643
94,2013-02-05,255493,4.3333,45,45,24.41270222
94,2013-02-08,334874,2.0000,1,1,50.00000000
94,2013-02-10,255897,3.0000,4,4,33.33330000
94,2013-02-11,333662,3.3333,3,3,30.55553333
94,2013-02-12,124232,4.7500,8,8,21.87501250
74,2012-03-29,162072,6.5000,25,8,48.75000000
74,2012-04-02,33738,4.0476,35,21,43.25396190
74,2012-04-03,34069,3.3889,25,18,45.55554444
74,2012-04-05,19335,2.9348,52,46,42.78984783
74,2012-04-09,19648,2.2051,40,39,47.86324103
74,2012-04-10,18459,2.4681,50,47,46.17020213
74,2012-04-11,2699,2.0000,5,5,50.00000000
74,2012-04-12,118075,4.1875,32,32,24.47916250
74,2012-04-16,118374,4.1739,23,23,26.46651739
74,2012-04-17,118449,4.5517,29,29,24.75778621
74,2012-04-19,85702,3.5000,32,32,30.91515625
74,2012-04-20,85858,3.0000,7,7,33.33330000
74,2012-04-21,86100,3.1818,11,11,32.57573636
74,2012-04-23,86581,3.7500,24,24,29.31545833
74,2012-04-24,87266,3.3846,26,26,32.63733846
74,2012-04-25,177414,3.0000,12,12,33.33330000
74,2012-04-26,120011,3.2143,14,14,31.54759286
74,2012-04-30,100381,3.4375,32,32,31.54759375
74,2012-05-01,109197,3.0588,17,17,32.84310588
74,2012-05-06,119695,5.0000,3,3,20.55556667
74,2012-05-07,41085,3.5000,32,32,30.62869375
74,2012-05-08,217464,3.0000,12,12,33.33330000
74,2012-05-10,376476,2.9375,16,16,34.37496875
74,2012-05-13,41396,3.5000,4,4,29.16665000
74,2012-05-14,416,3.8810,44,42,29.03720476
74,2012-05-15,41056,5.9167,39,36,21.40100556
74,2012-05-16,42154,3.3333,3,3,30.55553333
74,2012-05-17,41872,4.4737,21,19,26.92982105
74,2012-05-18,324872,2.6667,3,3,41.66666667
74,2012-05-21,41872,4.8500,40,40,25.30255750
74,2012-05-22,43013,3.0882,34,34,32.84310882
74,2012-05-23,43351,3.0000,1,1,33.33330000
74,2012-05-29,43385,3.0435,23,23,32.97098261
74,2012-05-30,142005,3.1667,18,18,32.59256667
74,2012-09-27,206672,7.1250,8,8,18.82440000
74,2012-09-28,206669,16.3000,14,10,10.78791000
74,2012-10-02,206681,7.5714,7,7,16.00340000
74,2012-10-05,78763,2.8000,5,5,36.66664000
74,2012-10-08,206925,9.6667,3,3,10.89743333
74,2012-10-09,132535,3.5000,2,2,29.16665000
74,2012-10-10,78427,4.2000,20,20,28.93451500
74,2012-10-14,46886,2.0000,2,2,50.00000000
74,2012-10-15,47592,3.5000,16,16,33.58899375
74,2012-10-16,2613,3.0000,10,10,35.83332000
74,2012-10-21,133979,3.0000,2,2,37.50000000
74,2012-10-22,46972,3.2500,4,4,31.24997500
74,2012-10-24,305176,2.1111,9,9,48.14814444
74,2012-10-26,162090,10.0000,2,2,10.41665000
74,2012-11-11,66148,3.0000,3,3,36.11110000
74,2012-11-12,385799,4.0000,1,1,25.00000000
74,2012-11-13,243841,4.7500,5,4,26.66665000
74,2012-11-16,66590,2.3529,17,17,44.11763529
74,2012-11-18,244034,2.6667,3,3,38.88886667
74,2012-11-19,236495,2.0000,2,2,50.00000000
74,2012-11-20,236495,3.5000,18,18,29.53701667
74,2012-11-26,255441,4.0000,3,3,25.00000000
74,2012-11-27,6292,3.0000,3,3,33.33330000
74,2012-11-30,66681,5.2000,5,5,19.33334000
74,2012-12-02,67218,5.0000,1,1,20.00000000
74,2012-12-04,333110,3.9333,15,15,26.22221333
74,2013-01-03,125724,2.6000,10,10,41.66666000
74,2013-01-07,126036,2.2500,4,4,45.83332500
74,2013-01-11,126348,2.4286,7,7,42.85712857
74,2013-01-14,3706,2.8000,5,5,38.33332000
74,2013-01-15,3828,2.4286,7,7,42.85712857
74,2013-01-16,57685,2.0000,1,1,50.00000000
74,2013-01-17,57703,2.5000,6,6,41.66665000
74,2013-01-21,57987,2.5000,2,2,41.66665000
74,2013-01-22,58150,2.8571,14,14,37.49998571
74,2013-01-23,14042,3.0000,10,10,35.83332000
74,2013-01-24,125768,3.0000,6,6,36.11110000
74,2013-01-25,58972,3.2500,4,4,31.24997500
74,2013-01-26,59223,3.0000,1,1,33.33330000
74,2013-01-28,59231,3.2727,11,11,31.81816364
74,2013-02-04,123948,2.7500,4,4,37.49997500
74,2013-02-05,255503,5.2857,7,7,19.52382857
74,2013-02-11,333701,4.1000,10,10,25.33333000
74,2013-02-12,124090,3.4000,10,10,31.16665000
89,2012-03-28,162018,2.0000,1,1,50.00000000
89,2012-03-29,162018,9.0000,3,1,33.33330000
89,2012-04-02,34016,3.4000,5,5,29.99998000
89,2012-04-03,404375,4.0000,7,7,27.04080000
89,2012-04-05,19334,2.9423,62,52,42.72435000
89,2012-04-09,18458,2.4500,20,20,42.91665500
89,2012-04-10,18461,2.2222,20,18,50.92592222
89,2012-04-11,2780,2.3056,36,36,44.90739722
89,2012-04-12,118171,4.8182,11,11,22.35930909
89,2012-04-16,118165,4.9000,40,40,22.85118250
89,2012-04-17,123406,7.0000,4,4,14.43452500
89,2012-04-19,118610,4.5263,19,19,25.40725789
89,2012-04-21,86245,3.0000,3,3,33.33330000
89,2012-04-23,86639,3.4000,20,20,29.99998000
89,2012-04-24,87421,4.6842,19,19,24.18546316
89,2012-04-26,119930,3.0000,5,5,33.33330000
89,2012-04-30,108841,3.2727,11,11,34.63201818
89,2012-05-01,109145,4.0000,6,6,27.77776667
89,2012-05-07,41109,4.6000,10,10,24.08333000
89,2012-05-08,375975,3.0000,4,4,33.33330000
89,2012-05-13,41320,3.0000,5,5,33.33330000
89,2012-05-14,291,4.8333,18,18,24.33220000
89,2012-05-15,41320,8.1818,13,11,17.36989091
89,2012-05-17,42373,4.9259,27,27,20.68782963
89,2012-05-18,324846,4.6176,68,68,22.79412206
89,2012-05-21,42019,5.1538,13,13,24.18801538
89,2012-05-22,43032,3.4000,10,10,29.99998000
89,2012-05-29,43513,3.0000,4,4,33.33330000
89,2012-05-30,141811,3.6000,15,15,28.55554000
89,2012-09-27,206669,10.0000,9,6,14.48411667
89,2012-09-28,206669,11.1667,7,6,17.05555000
89,2012-10-01,206964,5.0000,1,1,20.00000000
89,2012-10-02,206730,12.5000,2,2,18.93940000
89,2012-10-04,78497,3.4583,24,24,29.51387083
89,2012-10-05,132521,2.7500,4,4,37.49997500
89,2012-10-08,132445,4.5000,2,2,22.50000000
89,2012-10-09,47022,4.0000,3,3,25.00000000
89,2012-10-10,78573,4.1250,8,8,34.42460000
89,2012-10-13,206998,14.0000,1,1,7.14290000
89,2012-10-14,46901,5.4167,12,12,18.76984167
89,2012-10-15,79004,5.8750,8,8,20.71968750
89,2012-10-16,207041,6.0000,3,3,20.37036667
89,2012-10-17,207046,8.6667,3,3,13.14813333
89,2012-10-24,305579,2.6667,3,3,38.88886667
89,2012-10-30,207366,4.8000,5,5,25.19048000
89,2012-11-03,49319,3.0000,2,2,33.33330000
89,2012-11-10,385837,3.8000,5,5,26.66666000
89,2012-11-12,385624,4.0000,1,1,25.00000000
89,2012-11-16,66810,2.6000,10,10,40.83332000
89,2012-11-18,243904,2.7500,4,4,42.50000000
89,2012-11-19,236682,2.0000,1,1,50.00000000
89,2012-11-20,236509,4.3200,25,25,23.53333200
89,2012-11-27,6317,3.0000,1,1,33.33330000
89,2012-11-30,66885,7.0000,1,1,14.28570000
89,2012-12-02,67092,6.0000,1,1,16.66670000
89,2012-12-04,333107,4.1111,9,9,25.37036667
89,2013-01-03,125927,3.4000,20,20,33.91666000
89,2013-01-05,125986,2.0000,1,1,50.00000000
89,2013-01-07,126223,2.5000,2,2,41.66665000
89,2013-01-10,126335,3.0000,2,2,33.33330000
89,2013-01-11,3570,3.0000,4,4,38.33332500
89,2013-01-14,3668,2.6667,3,3,41.66666667
89,2013-01-15,3929,3.1111,9,9,33.33331111
89,2013-01-17,57703,2.4286,7,7,42.85712857
89,2013-01-22,58064,2.5000,6,6,41.66665000
89,2013-01-23,14012,2.7000,30,30,39.55554000
89,2013-01-24,125846,2.8500,20,20,37.91665000
89,2013-01-25,58972,3.2143,14,14,32.97617143
89,2013-01-26,59212,2.0000,2,2,50.00000000
89,2013-01-28,59247,3.0556,36,36,35.04628056
89,2013-02-04,123883,3.6667,6,6,28.33331667
89,2013-02-11,333702,4.1250,8,8,25.83332500
89,2013-02-12,124046,4.5000,4,4,22.50000000
79,2012-03-29,162095,5.8750,20,8,42.60416250
79,2012-04-02,33785,4.1667,7,6,28.05555000
79,2012-04-03,34137,3.7500,9,8,30.41665000
79,2012-04-05,19351,2.7500,21,16,53.64582500
79,2012-04-09,18458,2.0800,26,25,50.66666400
79,2012-04-10,18409,3.2000,11,10,36.83332000
79,2012-04-11,123301,2.0000,2,2,50.00000000
79,2012-04-12,118144,4.6250,8,8,22.61905000
79,2012-04-16,118389,4.6923,13,13,24.30401538
79,2012-04-17,118452,5.1818,11,11,21.53680000
79,2012-04-19,85724,5.3529,19,17,22.59102941
79,2012-04-20,85904,2.5000,2,2,41.66665000
79,2012-04-21,86144,3.0000,3,3,36.11110000
79,2012-04-23,86663,4.0000,27,27,28.39506296
79,2012-04-24,87353,5.0000,13,13,25.21063077
79,2012-04-25,177394,2.5000,8,8,41.66665000
79,2012-04-26,119190,3.0000,7,7,36.19045714
79,2012-04-30,108713,4.6923,26,26,28.24785385
79,2012-05-01,70310,4.0000,14,14,29.77039286
79,2012-05-06,119691,7.0000,3,3,14.48413333
79,2012-05-07,41072,3.2821,39,39,38.08302308
79,2012-05-08,217395,2.3750,8,8,43.74998750
79,2012-05-09,41273,2.0000,2,2,50.00000000
79,2012-05-10,376857,2.6667,6,6,38.88886667
79,2012-05-11,32,3.0000,1,1,33.33330000
79,2012-05-13,41302,2.6667,6,6,40.27776667
79,2012-05-14,574,3.6296,29,27,33.76541852
79,2012-05-15,41072,6.4211,22,19,23.34186842
79,2012-05-16,42272,3.3333,4,3,41.66666667
79,2012-05-17,41944,4.5385,29,26,29.52380769
79,2012-05-18,324915,3.0000,2,2,33.33330000
79,2012-05-21,42649,3.0833,24,24,34.02775833
79,2012-05-22,42974,2.9118,34,34,36.47056765
79,2012-05-23,43309,3.0000,1,1,33.33330000
79,2012-05-29,43538,2.6000,10,10,39.99998000
79,2012-05-30,142124,3.3750,8,8,32.29166250
79,2012-09-27,206673,8.3333,10,6,21.59390000
79,2012-09-28,206675,8.4000,11,10,24.72022000
79,2012-10-01,206979,4.8333,6,6,22.91666667
79,2012-10-02,206752,7.2000,15,15,19.77933333
79,2012-10-04,78421,2.7778,9,9,37.03701111
79,2012-10-05,132477,3.0000,4,4,33.33330000
79,2012-10-06,132744,2.7143,7,7,38.09521429
79,2012-10-09,46940,2.0000,2,2,50.00000000
79,2012-10-10,78877,3.0000,10,10,34.99998000
79,2012-10-15,47366,2.5556,9,9,41.66665556
79,2012-10-16,133771,2.2500,4,4,45.83332500
79,2012-10-17,207050,7.0000,2,2,15.55555000
79,2012-10-21,133883,4.2000,10,10,24.33333000
79,2012-10-22,134244,3.4286,7,7,34.28571429
79,2012-10-24,305171,2.4000,10,10,44.16666000
79,2012-10-26,161716,5.6250,8,8,26.77082500
79,2012-10-27,162247,8.0000,2,2,12.69840000
79,2012-10-29,162300,8.3333,3,3,12.75253333
79,2012-10-30,207402,5.0000,1,1,20.00000000
79,2012-11-03,49194,3.7778,9,9,30.09257778
79,2012-11-04,385605,3.3077,13,13,32.69230000
79,2012-11-10,385962,3.0000,1,1,33.33330000
79,2012-11-11,66148,2.5000,4,4,43.75000000
79,2012-11-12,385629,4.0000,4,4,29.16667500
79,2012-11-13,66149,6.0000,4,4,18.75000000
79,2012-11-14,66265,3.0000,4,4,35.41665000
79,2012-11-16,66916,2.3333,3,3,44.44443333
79,2012-11-17,386868,3.3333,6,6,30.55553333
79,2012-11-18,243908,6.0000,1,1,16.66670000
79,2012-11-19,236707,2.0000,1,1,50.00000000
79,2012-11-20,236637,3.6364,11,11,28.78786364
79,2012-11-30,66265,4.8333,12,12,21.25000833
79,2012-12-02,67258,4.0000,2,2,25.00000000
79,2012-12-04,333107,4.1538,13,13,24.99999231
79,2013-01-10,126293,3.0000,1,1,33.33330000
79,2013-01-11,126532,2.0000,1,1,50.00000000
79,2013-01-15,3898,2.6000,5,5,39.99998000
79,2013-01-19,333500,4.1429,7,7,25.95237143
79,2013-01-22,58064,2.8333,6,6,36.11108333
79,2013-01-23,14012,3.2857,7,7,32.61902857
